Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Result
29435,2,81,88,Yes,Doctorate,Pass
29436,3,83,62,No,High School,Fail
29437,14,78,91,Yes,High School,Fail
29438,15,82,64,Yes,High School,Fail
29439,11,85,50,No,Bachelor,Fail
29440,14,63,82,No,Associate,Pass
29441,15,50,74,No,Associate,
29442,7,81,60,Yes,High School,Pass
29443,3,78,51,,High School,Fail
29444,10,84,80,Yes,Associate,Fail
29445,7,98,48,,High School,Pass
29446,12,74,32,Yes,Associate,Pass
29447,13,72,82,No,Master,Pass
29448,7,84,78,No,Associate,Pass
29449,14,55,75,Yes,Associate,Pass
29450,13,76,61,No,High School,Fail
29451,14,73,75,No,Associate,Pass
29452,8,92,54,Yes,Bachelor,Pass
29453,14,66,68,,Master,Pass
29454,13,77,92,Yes,Doctorate,Fail
29455,13,72,64,No,,Fail
29456,18,25,72,No,High School,Fail
29457,12,64,45,Yes,Associate,Pass
29458,7,75,58,Yes,Bachelor,Fail
29459,4,57,0,Yes,Doctorate,Fail
29460,16,73,82,No,High School,Fail
29461,12,102,96,No,Bachelor,Fail
29462,18,94,70,No,Associate,Fail
29463,0,38,39,Yes,Bachelor,Pass
29464,15,90,47,No,High School,
29465,9,86,82,No,Master,Pass
29466,8,73,54,Yes,Doctorate,Fail
29467,6,28,77,No,Master,Pass
29468,14,91,70,No,Master,Fail
29469,13,66,66,No,Bachelor,Fail
29470,4,79,69,No,Associate,Fail
29471,11,56,68,No,Associate,Fail
29472,14,60,45,Yes,Bachelor,Pass
29473,11,94,61,No,Doctorate,Fail
29474,16,108,97,Yes,Bachelor,Fail
29475,8,66,48,Yes,High School,Pass
29476,-1,105,48,Yes,Master,Fail
29477,11,66,58,Yes,Bachelor,Pass
29478,11,66,93,No,Doctorate,Pass
29479,12,47,51,Yes,Associate,Pass
29480,16,85,58,Yes,High School,Fail
29481,0,0,0,No,High School,Pass
29482,9,72,57,Yes,Bachelor,Pass
29483,5,67,61,,High School,Pass
29484,4,55,72,Yes,Master,Fail
29485,10,88,41,No,Doctorate,Fail
29486,14,74,69,No,High School,Fail
29487,12,91,50,Yes,Bachelor,Pass
29488,7,56,72,No,Doctorate,Fail
29489,9,80,0,No,Bachelor,Pass
29490,15,118,61,No,High School,Fail
29491,13,61,51,No,Doctorate,Fail
29492,7,65,0,Yes,Bachelor,Fail
29493,7,65,89,No,Associate,Fail
29494,1,54,74,Yes,Master,Fail
29495,8,108,74,,Associate,Fail
29496,1,29,64,No,High School,Fail
29497,0,50,62,,Doctorate,Fail
29498,6,84,63,Yes,Associate,Fail
29499,16,60,61,No,,Pass
29500,19,74,56,Yes,High School,Pass
29501,11,74,54,Yes,Master,Pass
29502,10,85,54,Yes,Doctorate,Pass
29503,3,77,61,Yes,Doctorate,Pass
29504,8,67,200,Yes,Associate,Fail
29505,18,78,68,Yes,Master,Pass
29506,12,71,42,No,Bachelor,Fail
29507,10,109,70,Yes,Bachelor,Fail
29508,17,64,65,Yes,Doctorate,Fail
29509,14,86,90,No,Bachelor,Fail
29510,9,93,84,No,Master,Pass
29511,0,49,49,,Bachelor,Pass
29512,6,53,65,Yes,Bachelor,Pass
29513,7,114,70,Yes,Doctorate,Pass
29514,9,62,56,No,Doctorate,Pass
29515,13,75,51,,Bachelor,Pass
29516,4,72,69,Yes,Bachelor,Fail
29517,10,74,75,No,Bachelor,Fail
29518,8,68,66,Yes,High School,Fail
29519,6,77,62,No,,Fail
29520,8,0,62,No,Master,Fail
29521,-2,70,48,,Bachelor,Fail
29522,6,36,76,No,Doctorate,Pass
29523,4,73,68,Yes,Associate,Pass
29524,9,82,67,No,Bachelor,Pass
29525,-1,94,72,No,Doctorate,Pass
29526,11,98,104,Yes,Master,Pass
29527,14,68,93,Yes,Master,Pass
29528,9,92,72,Yes,Master,Fail
29529,12,52,56,,Associate,Pass
29530,0,65,78,Yes,Bachelor,Fail
29531,2,107,62,No,Bachelor,
29532,10,79,67,Yes,,Fail
29533,13,80,78,Yes,High School,Fail
29534,3,71,73,No,Doctorate,Fail
29535,8,112,68,Yes,High School,Fail
29536,9,86,74,No,High School,Pass
29537,24,105,81,No,Associate,Pass
29538,11,63,45,Yes,Doctorate,Pass
29539,0,56,73,Yes,High School,Pass
29540,-1,0,52,Yes,Associate,Pass
29541,14,88,72,Yes,Doctorate,Pass
29542,22,108,47,Yes,Master,Fail
29543,9,90,66,Yes,High School,Pass
29544,8,92,67,No,Associate,Fail
29545,12,78,64,No,High School,Pass
29546,6,50,75,Yes,High School,Fail
29547,-3,116,60,Yes,Bachelor,Fail
29548,15,88,61,No,Doctorate,Fail
29549,7,86,64,Yes,Doctorate,Pass
29550,15,92,55,Yes,Associate,Pass
29551,0,41,58,No,Doctorate,Pass
29552,11,65,76,No,Master,Pass
29553,14,87,76,No,Master,Pass
29554,15,72,53,No,Bachelor,Fail
29555,11,74,0,Yes,Doctorate,Pass
29556,11,101,43,No,High School,
29557,0,77,60,No,Bachelor,Pass
29558,12,123,48,Yes,High School,Fail
29559,4,74,66,No,Associate,Fail
29560,4,0,65,Yes,High School,Fail
29561,0,85,86,Yes,High School,Pass
29562,14,64,85,,Doctorate,Fail
29563,8,54,58,Yes,Master,Fail
29564,14,76,66,No,Associate,Fail
29565,12,113,52,Yes,High School,Fail
29566,5,67,55,Yes,Bachelor,Pass
29567,9,85,42,,Bachelor,Pass
29568,8,70,74,No,Doctorate,
29569,7,79,54,No,Associate,Fail
29570,15,98,54,No,Master,Fail
29571,23,77,58,No,Bachelor,Pass
29572,16,63,58,No,Associate,Pass
29573,10,107,52,Yes,Associate,Fail
29574,16,63,77,No,Master,Pass
29575,19,88,66,No,Doctorate,Fail
29576,3,45,55,No,Doctorate,Fail
29577,16,101,64,Yes,Doctorate,Pass
29578,14,127,62,No,Associate,Fail
29579,16,74,62,Yes,Bachelor,Pass
29580,14,54,0,No,High School,Fail
29581,9,90,0,Yes,Master,Fail
29582,20,77,94,No,High School,Pass
29583,12,118,0,,Doctorate,Pass
29584,8,63,90,No,Master,Pass
29585,12,48,0,No,High School,Fail
29586,15,81,64,Yes,Associate,Pass
29587,10,87,51,No,Master,Fail
29588,12,60,56,No,High School,Fail
29589,0,94,67,No,Bachelor,Pass
29590,7,76,49,Yes,Doctorate,Pass
29591,6,70,64,Yes,Associate,Fail
29592,3,86,93,Yes,,Fail
29593,18,69,69,No,Associate,Pass
29594,9,60,72,Yes,Master,Pass
29595,-7,43,50,Yes,Master,Fail
29596,12,63,72,No,High School,Fail
29597,12,125,42,No,Master,Fail
29598,1,76,31,No,Bachelor,Fail
29599,6,55,72,Yes,,Pass
29600,6,100,67,Yes,Master,Fail
29601,6,74,86,Yes,Bachelor,Fail
29602,16,81,38,,Doctorate,Pass
29603,9,80,77,Yes,Doctorate,Fail
29604,8,105,62,No,Bachelor,Pass
29605,16,48,76,Yes,High School,Fail
29606,12,104,44,No,Associate,Fail
29607,1,90,72,No,Master,Fail
29608,7,76,42,,Bachelor,
29609,12,58,86,No,Bachelor,Pass
29610,0,70,56,No,Doctorate,Fail
29611,20,76,62,Yes,Bachelor,Fail
29612,11,111,70,,Doctorate,Pass
29613,6,104,51,,Associate,Fail
29614,4,67,76,Yes,Doctorate,Pass
29615,15,115,82,Yes,,Pass
29616,7,94,41,,Associate,Pass
29617,12,84,58,No,Master,Pass
29618,4,69,56,Yes,Bachelor,Pass
29619,10,64,50,No,Doctorate,Pass
29620,7,86,64,No,Bachelor,Pass
29621,8,83,71,Yes,Master,Fail
29622,6,67,52,No,Master,Fail
29623,15,97,89,No,Master,Pass
29624,8,78,65,No,Associate,Fail
29625,9,83,67,Yes,Master,
29626,10,96,0,Yes,Associate,Fail
29627,18,92,44,No,Master,Pass
29628,14,43,41,No,Bachelor,Pass
29629,14,90,83,Yes,,Pass
29630,2,76,85,Yes,High School,Fail
29631,7,66,79,Yes,Doctorate,Fail
29632,16,76,58,Yes,High School,Pass
29633,0,69,54,Yes,Doctorate,Fail
29634,10,78,57,Yes,High School,Fail
29635,5,75,34,Yes,High School,Fail
29636,5,89,60,No,High School,Fail
29637,18,44,64,No,Doctorate,Fail
29638,14,79,63,Yes,Doctorate,
29639,15,74,54,Yes,Bachelor,Pass
29640,14,120,68,Yes,Master,Fail
29641,9,36,80,No,Master,Pass
29642,6,93,50,Yes,Associate,Fail
29643,8,84,57,No,High School,Pass
29644,9,90,8,No,Master,Fail
29645,19,66,84,No,High School,Fail
29646,3,81,57,No,High School,Fail
29647,7,78,66,No,Master,Pass
29648,5,146,57,Yes,High School,Pass
29649,15,69,66,Yes,Master,Pass
29650,19,0,73,Yes,Master,Pass
29651,12,115,55,Yes,High School,Pass
29652,12,82,72,No,High School,Pass
29653,10,85,0,Yes,,
29654,12,98,76,No,Doctorate,Fail
29655,14,76,0,Yes,Associate,Pass
29656,12,67,74,No,Associate,Fail
29657,12,78,72,Yes,,Fail
29658,14,58,105,No,High School,Fail
29659,1,46,78,Yes,Doctorate,Fail
29660,10,58,83,Yes,Associate,Fail
29661,12,28,69,No,High School,Fail
29662,12,68,67,Yes,Associate,Fail
29663,9,65,36,Yes,Master,Pass
29664,11,87,86,No,Master,Fail
29665,6,78,94,No,High School,Fail
29666,1,72,65,No,Doctorate,Fail
29667,0,99,54,Yes,Associate,Pass
29668,4,67,56,Yes,Associate,
29669,9,53,62,No,Associate,Fail
29670,6,24,53,No,High School,Pass
29671,18,76,69,Yes,Associate,Pass
29672,10,74,79,Yes,High School,Pass
29673,8,100,63,,Bachelor,Pass
29674,14,58,72,Yes,Doctorate,Pass
29675,21,90,0,No,High School,Fail
29676,12,25,59,Yes,Doctorate,Fail
29677,8,49,89,Yes,Bachelor,Pass
29678,14,83,94,No,,Fail
29679,2,89,85,Yes,Bachelor,Pass
29680,10,42,69,Yes,Associate,
29681,20,59,50,No,Bachelor,Fail
29682,11,76,74,Yes,Master,Pass
29683,10,73,71,Yes,Doctorate,Fail
29684,10,86,92,Yes,Doctorate,Pass
29685,8,93,60,No,Bachelor,Pass
29686,12,49,54,No,Doctorate,
29687,14,84,92,Yes,Associate,Fail
29688,8,61,0,No,Associate,Pass
29689,-2,82,65,No,Bachelor,Pass
29690,12,66,55,No,Master,Fail
29691,21,96,68,No,High School,Pass
29692,8,87,0,Yes,,
29693,3,55,65,Yes,Associate,Fail
29694,13,41,0,Yes,Bachelor,Pass
29695,19,99,66,No,High School,Fail
29696,13,61,46,No,Associate,Pass
29697,19,63,82,No,Bachelor,Pass
29698,14,90,78,No,Doctorate,Pass
29699,14,54,74,No,Associate,Fail
29700,7,79,54,Yes,Bachelor,Pass
29701,11,0,82,,High School,Fail
29702,10,73,64,,Bachelor,Pass
29703,10,99,59,No,,Pass
29704,9,84,62,Yes,Associate,
29705,11,95,63,Yes,Associate,Fail
29706,4,70,47,,High School,Pass
29707,14,60,77,Yes,Bachelor,Fail
29708,6,96,67,Yes,High School,Fail
29709,9,64,78,No,Bachelor,Fail
29710,12,78,56,No,Bachelor,Fail
29711,5,84,71,No,Associate,Pass
29712,0,60,64,Yes,Doctorate,Fail
29713,8,60,59,Yes,Associate,Pass
29714,3,70,70,Yes,,
29715,14,90,75,Yes,High School,Fail
29716,4,82,56,No,Associate,Fail
29717,17,48,89,Yes,Master,Fail
29718,10,114,61,Yes,Associate,Fail
29719,10,83,98,Yes,Bachelor,
29720,0,66,54,Yes,Master,Pass
29721,11,72,60,No,Doctorate,Pass
29722,10,70,34,Yes,High School,Fail
29723,4,68,65,No,,Pass
29724,0,98,83,Yes,Bachelor,Fail
29725,8,122,50,No,Associate,Fail
29726,9,65,75,Yes,High School,Pass
29727,10,66,55,Yes,High School,Fail
29728,8,73,70,No,Doctorate,Fail
29729,11,48,78,,Associate,Pass
29730,10,86,98,No,High School,Pass
29731,12,79,83,Yes,Associate,Fail
29732,7,0,60,No,Associate,Pass
29733,5,38,42,Yes,Doctorate,Pass
29734,6,30,72,No,Associate,
29735,17,68,87,No,Associate,Fail
29736,15,88,0,,Associate,Pass
29737,16,39,59,No,Bachelor,Pass
29738,16,93,77,Yes,Associate,Pass
29739,8,69,0,Yes,High School,Pass
29740,12,58,0,Yes,Doctorate,Pass
29741,10,0,70,No,Bachelor,Fail
29742,0,49,76,No,,Pass
29743,9,24,49,No,Doctorate,Pass
29744,10,99,39,No,Doctorate,Fail
29745,10,74,47,No,Bachelor,
29746,13,61,53,Yes,Doctorate,Fail
29747,13,63,94,Yes,Doctorate,Pass
29748,10,60,58,Yes,Master,Pass
29749,11,68,73,Yes,Bachelor,Pass
29750,11,73,56,No,Doctorate,Fail
29751,18,89,55,No,Associate,Pass
29752,1,61,81,Yes,Associate,
29753,-1,0,38,Yes,Master,Pass
29754,13,64,85,Yes,Master,Fail
29755,11,124,65,No,Associate,Fail
29756,11,78,67,Yes,Doctorate,
29757,13,83,81,Yes,Master,Fail
29758,11,0,86,Yes,Master,Fail
29759,7,110,52,Yes,,
29760,13,92,42,Yes,Master,Fail
29761,10,54,40,Yes,Master,Pass
29762,8,78,65,Yes,Doctorate,Pass
29763,14,67,51,No,High School,Pass
29764,13,83,46,Yes,Master,Fail
29765,11,95,73,No,Master,Pass
29766,19,0,74,No,Bachelor,Fail
29767,17,82,61,No,Master,Fail
29768,15,59,61,,Associate,Fail
29769,23,103,69,Yes,Associate,Fail
29770,9,94,47,No,Master,Fail
29771,8,35,73,No,High School,Fail
29772,14,52,76,Yes,Doctorate,Pass
29773,9,48,85,Yes,Associate,Fail
29774,10,74,38,Yes,Doctorate,Fail
29775,5,81,73,Yes,Associate,Pass
29776,13,91,74,No,Doctorate,Fail
29777,3,70,89,Yes,High School,
29778,10,69,62,No,Doctorate,
29779,10,81,62,,Doctorate,Pass
29780,8,138,62,Yes,Master,Fail
29781,0,45,59,No,Bachelor,Fail
29782,1,37,52,No,Associate,Pass
29783,6,64,50,No,Master,Pass
29784,13,61,55,Yes,Associate,
29785,11,0,72,,Doctorate,Pass
29786,10,0,52,No,Master,Pass
29787,6,52,74,Yes,Master,Pass
29788,12,63,64,Yes,Bachelor,Fail
29789,1,69,73,Yes,High School,Pass
29790,-2,70,76,No,Bachelor,Pass
29791,9,0,61,Yes,Bachelor,Fail
29792,7,72,83,Yes,Associate,
29793,15,59,82,No,Associate,Pass
29794,11,70,47,Yes,Doctorate,Pass
29795,18,75,54,Yes,Doctorate,Fail
29796,7,0,60,No,Associate,Pass
29797,12,45,80,No,Associate,Fail
29798,9,76,84,No,Doctorate,Pass
29799,17,78,70,Yes,Bachelor,Fail
29800,9,79,86,Yes,High School,Pass
29801,14,80,60,No,Associate,Pass
29802,5,49,88,No,,Fail
29803,8,78,79,No,,Pass
29804,10,77,68,Yes,Master,Pass
29805,16,86,75,No,Master,Fail
29806,-1,72,83,No,Associate,Fail
29807,8,64,58,No,High School,Fail
29808,8,95,56,No,Associate,Pass
29809,0,51,73,Yes,High School,Fail
29810,8,48,62,No,High School,Pass
29811,2,50,65,No,Master,Fail
29812,-2,82,88,Yes,High School,Pass
29813,9,0,53,No,Doctorate,Fail
29814,8,73,78,No,Master,Fail
29815,9,103,69,Yes,Bachelor,Pass
29816,11,52,48,No,High School,Fail
29817,6,41,46,Yes,Bachelor,Fail
29818,19,92,30,No,Associate,Pass
29819,10,58,58,No,Bachelor,Pass
29820,16,52,49,Yes,Bachelor,Fail
29821,2,73,66,No,Doctorate,Pass
29822,6,71,68,No,Associate,Fail
29823,13,58,39,No,Associate,Pass
29824,9,86,34,Yes,Doctorate,Fail
29825,5,59,73,No,Master,Fail
29826,0,58,59,Yes,Master,Pass
29827,14,38,52,No,Doctorate,Pass
29828,13,26,61,No,Doctorate,Pass
29829,11,80,72,Yes,Bachelor,Fail
29830,8,49,80,No,Doctorate,Fail
29831,4,72,65,Yes,High School,Fail
29832,10,114,69,No,Master,Pass
29833,3,84,79,Yes,,Fail
29834,6,76,78,Yes,High School,Fail
29835,16,84,82,No,Master,Pass
29836,1,118,46,No,Bachelor,Pass
29837,13,37,23,No,Doctorate,Pass
29838,18,72,53,Yes,,Pass
29839,14,104,79,No,Master,Fail
29840,12,0,64,Yes,High School,Fail
29841,8,99,0,No,,Pass
29842,7,62,46,Yes,Master,Fail
29843,-1,50,53,No,Doctorate,Pass
29844,10,113,71,No,Associate,
29845,8,76,68,No,Associate,Pass
29846,6,92,68,Yes,Associate,Pass
29847,10,93,63,No,High School,Fail
29848,0,101,63,No,Doctorate,Fail
29849,7,81,90,Yes,Bachelor,Pass
29850,18,82,63,Yes,Doctorate,Fail
29851,14,85,0,Yes,Associate,Pass
29852,14,62,64,Yes,Associate,
29853,10,96,82,No,Master,Pass
29854,13,64,64,Yes,Bachelor,Fail
29855,6,97,62,Yes,Master,Pass
29856,13,91,63,,Master,Pass
29857,9,31,77,Yes,Bachelor,Pass
29858,5,91,43,Yes,Master,Pass
29859,10,0,59,Yes,Master,Fail
29860,8,102,75,Yes,Master,Pass
29861,22,110,63,No,Doctorate,Fail
29862,12,77,53,Yes,,Fail
29863,18,82,63,No,Doctorate,Fail
29864,0,49,76,No,Associate,Fail
29865,0,72,83,Yes,Master,
29866,8,108,49,No,Bachelor,Fail
29867,1,75,90,No,Master,Pass
29868,6,94,54,No,Master,Pass
29869,13,75,63,No,High School,Fail
29870,8,73,50,Yes,High School,Fail
29871,0,86,68,Yes,Bachelor,Fail
29872,0,17,58,Yes,,Fail
29873,12,82,56,No,Doctorate,Pass
29874,0,30,71,No,Doctorate,
29875,1,73,63,Yes,Doctorate,Fail
29876,12,58,55,Yes,High School,Pass
29877,17,52,58,No,Master,Pass
29878,18,105,74,Yes,Doctorate,Fail
29879,8,97,46,Yes,Doctorate,Fail
29880,14,0,70,No,High School,Pass
29881,17,123,48,No,Bachelor,Pass
29882,12,95,73,No,,Pass
29883,16,72,85,Yes,Master,Fail
29884,10,37,52,Yes,Bachelor,Fail
29885,12,73,52,No,High School,Fail
29886,7,62,94,Yes,High School,Pass
29887,9,66,0,Yes,Master,Fail
29888,12,0,60,Yes,Bachelor,Pass
29889,6,62,64,No,High School,Pass
29890,9,101,0,No,Bachelor,Pass
29891,14,64,34,No,Bachelor,Fail
29892,20,55,64,No,Associate,Pass
29893,0,88,58,No,,Fail
29894,20,74,75,No,Doctorate,Fail
29895,9,92,65,No,Bachelor,Fail
29896,15,78,60,No,Doctorate,Pass
29897,16,47,0,No,Bachelor,Pass
29898,18,81,40,Yes,High School,Fail
29899,0,57,48,Yes,Bachelor,Fail
29900,9,78,49,No,Bachelor,Fail
29901,0,63,76,No,High School,Fail
29902,8,71,74,No,High School,Fail
29903,0,76,68,No,High School,Fail
29904,10,90,91,Yes,Doctorate,Fail
29905,2,64,69,No,,Fail
29906,7,19,66,Yes,Associate,Pass
29907,2,56,57,Yes,Doctorate,Pass
29908,9,78,61,No,Associate,Pass
29909,13,99,52,Yes,Bachelor,Pass
29910,7,81,83,,Doctorate,Fail
29911,8,95,72,Yes,Associate,Pass
29912,0,78,62,Yes,Doctorate,Fail
29913,11,79,62,Yes,Master,Fail
29914,0,70,84,No,Associate,Pass
29915,14,0,76,Yes,Master,Pass
29916,21,108,53,No,Bachelor,Fail
29917,11,56,43,No,High School,Fail
29918,0,80,0,No,Doctorate,Fail
29919,2,51,69,Yes,Doctorate,Fail
29920,8,108,39,No,Doctorate,Fail
29921,9,78,39,Yes,Bachelor,
29922,5,75,59,Yes,Bachelor,Fail
29923,7,52,76,Yes,Associate,Pass
29924,10,70,68,Yes,Associate,Fail
29925,8,74,66,Yes,Bachelor,Pass
29926,23,54,60,,Doctorate,Pass
29927,13,78,79,,High School,
29928,20,58,76,No,Bachelor,Fail
29929,18,84,93,No,Bachelor,Fail
29930,7,55,63,Yes,Doctorate,Fail
29931,0,78,83,No,Bachelor,Pass
29932,8,71,0,Yes,Bachelor,Pass
29933,9,81,60,No,Associate,Fail
29934,5,78,70,Yes,,Fail
29935,8,77,62,No,Associate,Fail
29936,0,60,58,No,High School,Pass
29937,12,86,73,No,Associate,Fail
29938,11,0,57,No,Master,Fail
29939,10,88,96,No,Master,Pass
29940,14,0,71,Yes,Doctorate,Fail
29941,9,71,73,No,Master,Pass
29942,17,55,71,No,Associate,Pass
29943,1,62,93,Yes,Master,Pass
29944,13,66,86,Yes,Associate,Fail
29945,12,94,81,No,Bachelor,Pass
29946,7,50,87,No,Associate,Pass
29947,8,48,65,Yes,Doctorate,Pass
29948,12,74,82,Yes,Master,Pass
29949,15,60,70,Yes,,Fail
29950,1,67,83,No,Associate,Pass
29951,13,66,67,Yes,Master,Fail
29952,8,62,68,No,Bachelor,Fail
29953,16,60,50,,Master,Pass
29954,1,56,44,No,Associate,Fail
29955,0,68,80,No,Associate,Fail
29956,6,46,0,,High School,Pass
29957,17,87,72,Yes,High School,Fail
29958,10,57,70,Yes,High School,Fail
29959,6,84,53,No,Master,Fail
29960,11,0,48,No,High School,Fail
29961,15,96,81,Yes,Master,Fail
29962,2,76,72,No,High School,Fail
29963,14,54,84,Yes,Associate,Pass
29964,10,125,49,No,Bachelor,Fail
29965,13,67,66,Yes,Associate,Fail
29966,10,64,77,No,Master,Fail
29967,7,65,92,No,Bachelor,Fail
29968,4,83,72,Yes,High School,Pass
29969,13,46,71,Yes,Associate,Pass
29970,13,78,55,Yes,High School,Pass
29971,13,41,62,Yes,High School,Fail
29972,12,74,45,No,Bachelor,
29973,15,98,55,Yes,Doctorate,Pass
29974,17,0,80,No,Doctorate,Fail
29975,1,93,54,Yes,High School,Fail
29976,-2,42,66,Yes,Doctorate,Pass
29977,19,150,0,No,Bachelor,Pass
29978,0,50,69,Yes,Associate,Pass
29979,5,113,56,No,Associate,Pass
29980,9,67,70,No,Bachelor,Fail
29981,2,62,71,No,Doctorate,Fail
29982,0,70,55,No,Doctorate,Fail
29983,5,75,47,No,High School,Pass
29984,9,68,50,No,Master,Pass
29985,11,51,75,No,,Fail
29986,8,102,40,No,Bachelor,Fail
29987,8,97,53,,Associate,Fail
29988,11,82,65,Yes,Master,Pass
29989,15,81,84,No,Associate,Pass
29990,18,79,76,Yes,Associate,Fail
29991,9,66,58,,Associate,Pass
29992,19,64,56,No,Associate,Fail
29993,14,107,63,Yes,Associate,Fail
29994,4,88,87,No,Associate,Fail
29995,4,48,47,Yes,Master,Fail
29996,7,66,47,Yes,Associate,Pass
29997,17,85,64,No,Associate,Pass
29998,8,82,71,No,Associate,Fail
29999,0,86,51,Yes,Master,Fail
30000,9,45,77,No,High School,Pass
30001,0,81,77,Yes,Master,Fail
30002,5,97,64,Yes,High School,Pass
30003,7,45,58,Yes,High School,Fail
30004,11,110,68,Yes,Associate,Pass
30005,15,82,33,Yes,Master,Pass
30006,14,77,37,No,Bachelor,Pass
30007,4,56,71,No,,Pass
30008,8,62,43,Yes,Doctorate,
30009,10,67,54,Yes,Doctorate,
30010,9,0,0,Yes,Master,
30011,9,0,78,Yes,Doctorate,Fail
30012,1,57,71,No,Master,Fail
30013,4,89,64,No,Doctorate,Fail
30014,8,14,65,Yes,Bachelor,Pass
30015,-6,70,59,Yes,,Fail
30016,13,56,65,Yes,Associate,Fail
30017,3,75,63,Yes,Bachelor,Fail
30018,13,122,0,No,High School,Pass
30019,13,108,65,No,Associate,Pass
30020,7,0,59,,Bachelor,Pass
30021,15,71,78,No,Associate,Pass
30022,14,58,67,Yes,Associate,Pass
30023,8,72,71,No,Master,
30024,8,90,43,No,Master,Pass
30025,16,49,50,No,Doctorate,Fail
30026,11,106,66,No,,Fail
30027,15,93,78,No,Master,Fail
30028,-2,0,76,No,Master,Pass
30029,10,83,54,Yes,Associate,Fail
30030,2,57,70,Yes,Bachelor,Pass
30031,10,95,82,Yes,High School,Pass
30032,14,69,59,No,Associate,Pass
30033,19,41,57,No,Associate,Fail
30034,5,77,75,No,,Fail
30035,7,52,85,Yes,High School,Pass
30036,10,63,67,No,Bachelor,Pass
30037,5,89,46,Yes,Bachelor,Pass
30038,15,73,73,Yes,Associate,Fail
30039,10,74,72,No,Doctorate,Fail
30040,11,98,72,Yes,High School,Fail
30041,0,30,56,Yes,Master,Pass
30042,10,98,98,Yes,High School,Fail
30043,6,78,89,Yes,Associate,Pass
30044,10,74,63,No,Associate,Pass
30045,6,74,49,Yes,High School,Fail
30046,10,88,56,Yes,Bachelor,Fail
30047,15,96,75,No,Doctorate,Pass
30048,4,70,72,No,Associate,Pass
30049,2,72,74,No,Master,Fail
30050,10,87,70,No,Master,Pass
30051,6,33,78,No,Associate,Pass
30052,10,73,54,Yes,Doctorate,Fail
30053,12,85,53,No,High School,Fail
30054,-1,65,68,Yes,Bachelor,
30055,13,59,0,No,Doctorate,Fail
30056,4,72,42,No,Associate,Fail
30057,10,63,68,Yes,Associate,Fail
30058,7,70,55,Yes,Bachelor,Pass
30059,7,66,67,No,High School,Pass
30060,18,106,69,No,High School,
30061,12,52,53,No,Associate,Fail
30062,14,0,65,No,Doctorate,Fail
30063,11,63,57,No,Master,Pass
30064,13,82,42,No,Associate,Fail
30065,12,88,72,No,High School,Fail
30066,11,106,0,Yes,Bachelor,Pass
30067,16,83,69,Yes,Master,Fail
30068,11,67,86,No,Bachelor,Pass
30069,21,76,74,No,Bachelor,Pass
30070,15,113,55,No,,Pass
30071,4,78,66,No,Doctorate,Fail
30072,9,49,93,No,Bachelor,Fail
30073,12,67,55,Yes,Doctorate,Fail
30074,10,67,66,No,Doctorate,Fail
30075,13,90,80,No,Master,Fail
30076,14,150,78,Yes,,Pass
30077,3,65,56,No,Bachelor,Pass
30078,16,79,94,No,Doctorate,Pass
30079,8,69,66,No,Associate,Fail
30080,7,77,63,No,Bachelor,Pass
30081,7,78,55,Yes,High School,Pass
30082,14,0,85,Yes,Doctorate,Pass
30083,9,56,47,Yes,Doctorate,Fail
30084,7,91,60,Yes,Bachelor,Pass
30085,8,64,83,,Associate,Pass
30086,1,75,75,No,High School,Fail
30087,0,51,90,,Bachelor,
30088,4,76,82,No,Associate,Pass
30089,9,79,51,No,Doctorate,Fail
30090,13,76,73,No,Bachelor,Fail
30091,13,59,47,No,Bachelor,Pass
30092,16,98,74,Yes,Associate,Fail
30093,15,87,49,No,Associate,Fail
30094,7,72,65,No,Bachelor,
30095,10,72,46,Yes,Associate,Pass
30096,0,60,58,Yes,Associate,Fail
30097,-1,62,58,No,Master,Fail
30098,4,104,0,No,Bachelor,Pass
30099,9,68,78,Yes,Doctorate,
30100,9,130,54,No,Doctorate,Fail
30101,13,52,48,No,Bachelor,Fail
30102,12,82,67,Yes,High School,Pass
30103,1,80,0,Yes,Master,Fail
30104,13,76,62,No,Bachelor,Fail
30105,11,43,74,No,Associate,Fail
30106,13,48,63,Yes,Master,Fail
30107,15,79,62,No,Doctorate,Pass
30108,9,54,76,Yes,Associate,Pass
30109,16,99,83,No,Master,
30110,6,70,74,Yes,Bachelor,Pass
30111,5,0,67,No,Doctorate,Pass
30112,12,74,45,No,Bachelor,Pass
30113,8,74,65,Yes,High School,Fail
30114,11,105,51,No,Master,Pass
30115,20,97,70,No,High School,Pass
30116,12,0,58,Yes,High School,Pass
30117,11,88,88,No,High School,
30118,6,98,83,No,Bachelor,Pass
30119,2,63,74,No,Master,
30120,10,44,44,Yes,Associate,Pass
30121,15,86,53,Yes,High School,Fail
30122,8,100,81,Yes,Master,Pass
30123,12,41,63,No,Doctorate,Pass
30124,17,63,73,Yes,High School,Fail
30125,17,70,46,No,Doctorate,Pass
30126,0,55,42,Yes,Master,Fail
30127,11,72,61,,High School,Fail
30128,2,53,74,Yes,Doctorate,Pass
30129,7,69,43,Yes,Doctorate,Fail
30130,0,89,0,No,Doctorate,Fail
30131,6,34,73,Yes,Master,Fail
30132,11,54,82,No,,Pass
30133,20,103,56,No,Bachelor,Fail
